"Nhood","logFC","logCPM","F","PValue","FDR","SpatialFDR","Nhood_center","Celltype","Celltype_fraction"
29393,0.134829448868367,6.57270546640842,0.0863402183861014,0.76911262233745,0.831872431497705,0.831314252789852,"102513","ILC1",0.210526315789474
29394,-0.107043854314956,6.69505688186794,0.0515774101406362,0.820516104635784,0.871264762314027,0.870551706916275,"316572","TReg Cytotoxic",0.141414141414141
29395,-0.600114742661588,6.8378523249186,1.5916273603183,0.208204120765651,0.307078383162817,0.307640351002958,"409496","NK CD56dim CD57low",0.407079646017699
29396,4.00318449298135,7.00234406315759,26.6217034305992,1.10919620247472e-06,9.65539189772175e-06,8.97113568279586e-06,"71962","Intermediate monocytes",1
29397,1.04319643421593,6.66459134795907,4.32260007832963,0.0385720759662199,0.0789949363204431,0.0789550519040968,"94755","ILC1",0.294871794871795
29398,-0.381982624951311,6.75581605123911,0.555969103836469,0.456550365000341,0.565653666626674,0.566218747907827,"36702","CD14 Monocyte",0.752212389380531
29399,0.133016764609571,6.6794697872416,0.0762720544463734,0.782629906614678,0.842358680696001,0.842166555300263,"402199","NK CD56dim CD57int",0.514285714285714
29400,-0.419389890723617,6.66672249022038,0.815183149051435,0.367412946570082,0.478384871830357,0.478876661824728,"416740","NK CD56dim CD57+",0.220779220779221
29401,0.132372950948029,6.86161553996718,0.0710798921118201,0.789978419683914,0.847800580122265,0.847470365600691,"416924","ILC1",0.25
29402,0.917104114682612,6.68973853041549,3.17153668542151,0.076078372540311,0.137587935747008,0.137452319479904,"105406","cDC2",0.212121212121212
29403,-2.96962967463399,6.71290186804661,43.9037312829947,1.92022659248248e-10,3.20352237304979e-09,2.81034740328845e-09,"356075","CD8 Tcm CCR4-",0.208333333333333
29404,-0.411320149323265,6.96902862182356,0.665533068500981,0.415346637571237,0.52606918073101,0.526295918259848,"459572","CD14 Monocyte",0.464968152866242
29405,0.0394378938267376,6.82319551375656,0.00410469777513965,0.948964492785269,0.964192150209547,0.964527091269104,"312128","CD4 Th17",0.525252525252525
29406,0.238857504783792,6.66578548538777,0.253839129918181,0.61480365750249,0.706496694978528,0.706741090161928,"20370","CD14 Monocyte",0.792682926829268
29407,1.33712802351342,6.7097746163274,5.93634938348591,0.0155012163901418,0.0374840669338374,0.0373294934670727,"400694","NK CD56dim CD57int",0.505050505050505
29408,-1.89746907157032,6.73576026988023,16.143167705585,7.65864503637282e-05,0.0004095176542512,0.000389591840761441,"59937","CD14 Monocyte",0.925233644859813
29409,-2.62436565114109,6.84473094471185,29.794018847882,1.10490001707132e-07,1.29295878484427e-06,1.1813550043682e-06,"48863","CD14 Monocyte",0.967479674796748
29410,0.456971198142619,6.8869840195066,0.76607644268116,0.382226883830476,0.492849988144095,0.493395147702213,"129937","Switched memory B",0.221476510067114
29411,-3.64147717787293,6.69057074097815,75.2294062127682,4.30385525997737e-16,1.76623775594216e-14,1.58773061330745e-14,"251201","CD4 Temra",0.433962264150943
29412,-0.0898931046972372,6.67117617730856,0.0352679517466779,0.85117913330629,0.894492222608267,0.893667993367502,"104749","ILC1",0.234567901234568
29413,-0.153533230264873,6.87906634132244,0.0850931150916863,0.770738891449033,0.833047576231398,0.832420937339245,"167272","Naive B",0.389261744966443
29414,-0.556146192450784,6.58213965649313,1.51581228488398,0.219346824494413,0.319861540976561,0.32047926009512,"102140","ILC1",0.214285714285714
29415,-0.115161004492206,6.81188944409334,0.0554452206703846,0.814027469176723,0.866106503161429,0.865348524270561,"457202","CD14 Monocyte",0.288288288288288
29416,-1.08522539285381,6.81231284035461,4.91971440215843,0.0274007189729708,0.0598777258221917,0.0598144440641778,"149183","CD14 Monocyte",0.224299065420561
29417,0.365961408382082,6.8765704692629,0.531701383725726,0.466536974348241,0.574705134762475,0.57526189986897,"456016","CD14 Monocyte",0.291044776119403
29418,-4.20401418102249,6.63666978744037,81.2389304518717,1.26618004383808e-13,3.13246901754423e-12,2.71661814104182e-12,"125352","Atypical memory B",0.208791208791209
29419,1.46346919123272,6.70125631197861,7.57783843906494,0.00631776243849052,0.0177895987764966,0.0176172699560291,"76837","CD14 Monocyte",1
29420,-1.4255045276225,6.72320602213281,8.38657653277793,0.00410675209698784,0.0124382496419228,0.0123206315584973,"333070","CD4 Th17",0.621621621621622
29421,-0.448674522748748,6.80044131899256,0.760260538243433,0.384051919778353,0.494694558857806,0.495241811953254,"331283","CD4 Th17",0.295081967213115
29422,-1.45000121463375,6.72275688188265,9.34977342182562,0.00245854830793099,0.0080362004534986,0.00791332822995469,"54748","CD14 Monocyte",0.490384615384615
29423,-1.98948829577908,6.81894688162736,16.5669741431867,6.20461368732215e-05,0.000341036000281103,0.00032309956228048,"261050","CD4 Terminal effector",0.547619047619048
29424,1.41819808835595,6.80761124853865,6.9439743474016,0.008906040890307,0.0237117468083521,0.0234671319066155,"241617","TReg Cytotoxic",0.162790697674419
29425,0.115377468943103,6.62110977321133,0.0648863370925539,0.799130952603974,0.85498823007024,0.854855088959722,"107837","CD14 Monocyte",0.367647058823529
29426,-1.08680056558626,7.18074110558573,4.01144604443649,0.0462117529150873,0.0916472592053346,0.0915863838455177,"104169","Switched memory B",0.251461988304094
29427,-0.755498535635707,7.01014485986288,2.48184768457895,0.116360980084672,0.193393995184691,0.19359841697883,"285872","CD4 Th17",0.369426751592357
29428,-0.546715997897091,6.86988747003837,1.23083311059607,0.268251726847678,0.374090024018617,0.374681088608941,"119936","CD14 Monocyte",0.288135593220339
29429,0.932544862866302,6.83659038053878,2.83582418382504,0.0933619982782109,0.162150601363927,0.162244952214382,"141465","Naive-IFN B",0.157407407407407
29430,-0.681695340098424,6.88528225342068,1.64541390913817,0.200786892377965,0.298365496376535,0.298873995796221,"263206","CD4 Th17",0.477987421383648
29431,0.330839365280271,6.99785698402443,0.379154069731337,0.53858526903831,0.640311552541255,0.6409743500683,"446695","CD4 Th22",0.148571428571429
29432,2.25096718986414,6.61633338143252,19.7778257217452,1.28127364856582e-05,8.41845054265735e-05,7.87483577446926e-05,"92726","Naive B",0.315789473684211
29433,-0.19601900628662,6.66020518719626,0.168504151391321,0.681776642413423,0.762117681816857,0.761606611544002,"480579","Platelets",0.825581395348837
29434,0.504554594701691,6.65979385080658,0.829305857581412,0.36334877564959,0.474623178568525,0.474991176189209,"431731","NK CD56dim CD57int",0.426229508196721
29435,-0.798573402136251,6.88144426777323,2.52290611881499,0.113397048475488,0.189370159161463,0.189591428272932,"128504","CD14 Monocyte",0.220689655172414
29436,-0.0590669639885235,6.63652333708641,0.0197372919799291,0.888380089944948,0.921349570155155,0.920692117660004,"403247","CD8 Proliferative",0.30379746835443
29437,-1.36560488503341,6.73372285409286,8.57170123128098,0.00371115995694666,0.0114075878160699,0.0112779835125527,"147779","Naive B",0.43956043956044
29438,-0.336114046359889,6.75829603514194,0.426141875278002,0.514454571749747,0.618968279587657,0.619601168280484,"184789","Naive-IFN B",0.4
29439,-0.0451064246823106,6.68765590831447,0.00466098258066595,0.945621128692567,0.961711901430266,0.962004685094506,"300165","TReg Memory",0.339449541284404
29440,-0.846286641187169,6.72361594892154,2.77092663334066,0.097276038637738,0.167618939598299,0.167785845930567,"358523","MAIT",0.447619047619048
29441,2.25069904815526,6.70196768096807,16.7251476307425,5.73657008456305e-05,0.000318595933875769,0.00030190957725293,"255646","CD4 Temra",0.723880597014925
29442,0.407743695253659,6.80905494785182,0.646047902268213,0.422250248505656,0.532622906731492,0.532932475054691,"200568","ILC1",0.234782608695652
29443,-1.61918632425465,6.77029702523174,11.1557991867458,0.000958205821946899,0.00361491648745693,0.00352029152873275,"142128","CD14 Monocyte",0.362637362637363
29444,1.0099505560784,6.63548589806269,4.03370225121381,0.0456153954560635,0.0907271583581076,0.0906804987675174,"166367","Naive-IFN B",0.35632183908046
29445,-0.187164696045892,6.6496659291802,0.140632963030296,0.707952789449703,0.78318744367809,0.782251118417478,"404233","NK CD56dim CD57int",0.589473684210526
29446,-1.00469526452194,6.96860435566431,3.75890204185722,0.0536209489856811,0.103396624630864,0.103166696020198,"319248","CD4 Tfh",0.364640883977901
29447,-1.60246274941188,6.98028187439452,11.0368428395513,0.00101902546912623,0.00381287433211532,0.00371711975779307,"146765","Naive B",0.462585034013605
29448,0.0752038880835406,6.98284621906352,0.0229763796266872,0.879633944307786,0.914972866627831,0.914209752904718,"391438","NK CD56dim CD57-",0.323699421965318
29449,-2.11045996539653,6.79538700334891,18.0909891854802,2.95036268699437e-05,0.000177001765398531,0.000166583668114842,"430566","NK CD56dim CD57+",0.327731092436975
29450,-0.321225805277347,6.67933967450067,0.437157567911664,0.509072505207434,0.61397520343594,0.614769961305202,"254524","CD4 Terminal effector",0.431578947368421
29451,1.54695460117036,7.0306798291344,6.61562856076689,0.0106891529080415,0.0275826150796543,0.0273340444483664,"337211","TReg KLRB1+RORC+",0.315175097276265
29452,-1.87495958514,6.6726870278919,16.910899954518,5.23232202145415e-05,0.000293565474901619,0.000277616303339001,"78401","CD14 Monocyte",0.92
29453,-1.37769638613043,7.0919312057411,7.37157775075916,0.00706197345440368,0.0195005391966084,0.0193053094187314,"129444","Naive-IFN B",0.30188679245283
29454,-0.917831437409633,6.64542695127459,3.89166864190686,0.0495664490190287,0.0970556381033523,0.0969807263568194,"374891","CD4 Terminal effector",0.329411764705882
29455,-0.766000829466944,6.92563660656327,2.0797072132581,0.150545211938315,0.237600004881364,0.238028480690468,"52683","CD14 Monocyte",0.936708860759494
29456,-1.41661794680356,6.86928159060674,7.66517683331672,0.00604085690998791,0.0171470424983834,0.0169976866767258,"405420","NK CD56dim CD57int",0.563380281690141
29457,-2.38222800655358,7.06753487699787,21.9306243124233,4.53558546605531e-06,3.31116723588296e-05,3.07964608291735e-05,"324472","CD4 Tfh",0.344827586206897
29458,1.26186691955907,6.89754691600497,4.65843638547458,0.0318600778483617,0.0676163189778478,0.0676422649831407,"144312","Naive-IFN B",0.527272727272727
29459,-1.33535331291817,6.99849754474449,6.7552355641911,0.00988153786362718,0.0258444884033289,0.0256075131080551,"260307","CD4 Temra",0.65625
29460,2.16386550111577,6.63985685593907,18.9149050616469,1.95202073754194e-05,0.000122728146354615,0.000115292101901006,"206400","TReg Cytotoxic",0.423076923076923
29461,2.12677815683394,6.91035363846145,15.0477359902969,0.000132338833943355,0.000658109564183574,0.000628812630175123,"232873","ILC1",0.233333333333333
29462,-0.30463508651744,6.52519587968073,0.482275093117819,0.488002514455556,0.594184948980585,0.594683681117211,"53779","CD14 Monocyte",0.476923076923077
29463,0.547616552142227,6.52054475724168,1.47596539972678,0.2254891634578,0.326556321970207,0.32711297519479,"108062","CD14 Monocyte",0.622641509433962
29464,1.62779360680706,7.10526458554218,5.80876952050181,0.0169322390662673,0.0403469505813664,0.0402207724540593,"47659","CD14 Monocyte",0.959349593495935
29465,1.18288826067051,6.76557383870879,5.57328620244829,0.0189616326838205,0.044307704019906,0.0442219242708796,"294340","TReg Cytotoxic",0.361904761904762
29466,-0.0959504930979174,6.7802116502421,0.0347745062866007,0.852211759737967,0.894990705357877,0.894110994972369,"306039","TReg Memory",0.3
29467,-0.892453882171317,6.824167274058,3.05551757782468,0.0816224990292977,0.145651160780039,0.145539611631592,"144611","Atypical memory B",0.209677419354839
29468,-1.2671264541493,6.66772709294195,7.30421871301769,0.00732407909419127,0.0201240414552963,0.0199219134174588,"356340","NK CD56dim CD57int",0.268041237113402
29469,1.06848914979991,6.84615141402363,4.07947833595234,0.0444143081426691,0.0888124142864326,0.0887815322735868,"287869","CD14 Monocyte",0.208955223880597
29470,0.867820510085995,6.61321533423074,3.14266180199177,0.0774190030908317,0.139538943473075,0.139436750874842,"300759","CD4 Th17",0.34375
29471,1.54030058111694,6.75822918191161,8.15155259699781,0.00464304975205247,0.0137754938557183,0.0136666558588865,"338991","CD4 Temra",0.213592233009709
29472,1.03012826516376,6.71640643161915,3.86142551341164,0.0504537609730642,0.098484815789195,0.098394652693304,"319048","TReg KLRB1+RORC+",0.246153846153846
29473,1.31068636972776,6.72521806170593,5.78114145926923,0.0168862310237368,0.0402498180278173,0.040127742952943,"359773","NK CD56dim CD57+",0.269662921348315
29474,0.916708500865995,6.75868546549043,3.0542715835263,0.0816843665449126,0.145741227038726,0.145631171443534,"127150","Switched memory B",0.207207207207207
29475,1.12383121286854,6.51393584478313,5.94986431818454,0.0153755659566287,0.0372624165554095,0.0371027996178338,"257666","CD4 Terminal effector",0.5
29476,1.22636488969388,6.71335456496224,5.39159431415027,0.0209929295199229,0.0480849867842025,0.0479767043336343,"428868","CD8 Tem GZMB+",0.224
29477,-0.491728668164047,6.77329557811026,1.05828387521778,0.304545782670052,0.413927894962959,0.414313629815015,"437547","CD14 Monocyte",0.318681318681319
29478,-3.63111980570101,6.51153728976668,71.274873900605,1.46720913921384e-12,3.12594569021512e-11,2.72236762647015e-11,"125253","Intermediate monocytes",0.245614035087719
29479,0.78650540911899,6.69734642940234,2.49324024943434,0.11553004858337,0.192329536821229,0.192601304492113,"108254","CD14 Monocyte",0.74468085106383
29480,-0.313342093898194,6.73545869091208,0.433717922100718,0.510742513247728,0.615467023925274,0.616155833282128,"110770","NK CD56bright",0.197802197802198
29481,-0.131621857520235,6.83871229185415,0.0692213430763827,0.792678518983382,0.850073233444531,0.849685092515455,"116982","CD14 Monocyte",0.327731092436975
29482,-0.959741990018454,6.77800950301042,3.62200702607419,0.0581123096446003,0.110398427238982,0.110229816513384,"405234","NK CD56dim CD57int",0.789915966386555
29483,-0.78940898423432,6.76676461488182,2.94701180500411,0.0872060262469015,0.153586195121855,0.153498845543459,"208569","CD4 Naive",0.262135922330097
29484,0.542928377808859,6.56955835587782,1.19446706177763,0.27547406568716,0.382274328154531,0.382970867630891,"41329","Intermediate monocytes",0.542553191489362
29485,-1.13857056999537,6.83542501348427,6.32553654384914,0.0124939748463274,0.0314212368520421,0.031191009606015,"308406","CD4 Naive",0.300813008130081
29486,0.725700549331462,6.98746688547512,1.66937764084766,0.197476529544564,0.294346887120944,0.294904398291883,"321897","CD4 Tfh",0.341772151898734
29487,-1.88921563342928,6.73376164234957,17.2561415526005,4.41115232118805e-05,0.000252100574495542,0.000238262272739295,"263065","CD4 Temra",0.313131313131313
29488,-0.460324937574388,6.6932041861445,0.829172200950811,0.363373151957609,0.474638862124368,0.475005996007749,"39843","CD16 Monocyte",0.831775700934579
29489,-0.0076072398004928,6.66583133193522,0.000366748491067985,0.984735326789459,0.989765277248489,0.990228114348278,"91154","CD16 Monocyte",0.347826086956522
29490,0.334407211330856,6.72292188383859,0.461113339939972,0.497697269944208,0.603213681576462,0.603652914365464,"126619","Naive-IFN B",0.281818181818182
29491,-4.14148158839552,6.73550569362102,99.1511290285334,4.79488286202883e-20,3.66502889041649e-18,3.36574573687851e-18,"370838","NK CD56dim CD57low",0.275510204081633
29492,0.358091918493185,6.70549622040543,0.459243936185044,0.498593989522838,0.604052474487901,0.604514591798918,"358102","CD8 Tem GZMB+",0.37719298245614
29493,-1.30885773144294,6.93140421612234,7.26451710223347,0.00748323241055483,0.0204909092146863,0.0202820150445884,"459424","ILC1",0.333333333333333
29494,-3.27642559701091,6.79050654212512,53.7677322531201,2.74965588660496e-12,5.66937377887796e-11,4.94436444329075e-11,"399661","NK CD56bright",0.263565891472868
29495,-4.12563304647828,6.61716612609021,81.137869864229,1.19785221230885e-13,2.99236896084002e-12,2.60471072715165e-12,"471724","Platelets",0.802325581395349
