"Nhood","logFC","logCPM","F","PValue","FDR","SpatialFDR","Nhood_center","Celltype","Celltype_fraction"
18219,-0.28033411389604,6.69757743950576,0.334344558032329,0.563603464603892,0.66272458140218,0.662982864020183,"353297","NK CD56dim CD57low",0.24
18220,-3.84223229410803,6.85699335523914,78.4073713818641,1.23655650620361e-16,5.48530747971547e-15,4.90306365129569e-15,"281536","CD4 Naive",0.546296296296296
18221,-0.461687861398333,6.71556830962511,0.933360871636191,0.334872736560616,0.445649144194755,0.446075804703207,"420163","NK CD56dim CD57int",0.316831683168317
18222,0.216626485118371,6.85099051176979,0.184628897764943,0.667774527867085,0.750774309495969,0.750387853766386,"355388","NK CD56dim CD57+",0.348684210526316
18223,0.182366536395871,6.92914332185098,0.13148170596843,0.717189954877499,0.79089069056516,0.79004393733804,"109032","CD14 Monocyte",0.854166666666667
18224,-1.32913100104284,6.69651869730851,8.8317256753407,0.00323264564121493,0.0101605378357682,0.0100354630743125,"296178","TReg Memory",0.264367816091954
18225,-2.15597676654194,6.77053843242885,19.9520022980705,1.17718188577584e-05,7.80671381595312e-05,7.29441054528777e-05,"49559","CD14 Monocyte",0.952830188679245
18226,0.056987837986392,6.72540269307556,0.0137527759182958,0.906733240346684,0.934593131254309,0.934251514976114,"218420","CD4 Temra",0.494623655913978
18227,-1.14589173116997,6.63187907569155,5.9227403610291,0.0156109297945838,0.0376947320588997,0.0375495393974812,"430593","NK CD56dim CD57int",0.49438202247191
18228,0.939137111072092,6.74688620859489,3.22001334942037,0.0738837465933787,0.134340768636428,0.134186494927908,"318369","CD4 Th17",0.382352941176471
18229,-0.78663858074128,6.64993895364417,2.87356397358985,0.0912209166031983,0.159234474936414,0.159293286214586,"459229","ILC1",0.333333333333333
18230,-0.018217553186478,6.85339665985209,0.00134494857197011,0.970772940825244,0.980199160896938,0.980561770317874,"286288","ILC1",0.2
18231,-2.46745709778518,6.80181510483346,29.7900286686141,1.10694556954206e-07,1.29456289085335e-06,1.18303014861674e-06,"349133","CD4 Terminal effector",0.317073170731707
18232,1.50452372621334,6.87813838349705,8.20251744883285,0.00451827428155913,0.0134677777097573,0.0133517669360566,"358348","CD4 Naive",0.244897959183673
18233,2.67388709736882,6.66822460631312,24.9167685947705,1.08647928417828e-06,9.4877780184808e-06,8.81122567325543e-06,"30166","CD14 Monocyte",0.585585585585586
18234,1.34516674027334,6.62341936011574,7.15609835868344,0.00793623746392817,0.0215331189172951,0.0213018930705193,"401834","NK CD56dim CD57int",0.69
18235,0.00282654956624744,6.6701442969027,2.9058754026402e-05,0.995702989921809,0.996860957046226,0.996903027092307,"84356","CD14 Monocyte",0.952380952380952
18236,0.290317581355124,6.60498795634456,0.429676893583711,0.512716682878399,0.617322534084127,0.617951320534895,"243394","CD4 Naive",0.293333333333333
18237,-0.825137979269851,6.88044056903936,2.89796045649946,0.0898654041287937,0.157331086454622,0.157379083625312,"427900","NK CD56dim CD57low",0.330882352941176
18238,2.42724091316144,6.63146730503858,21.0261610977076,6.99329051306162e-06,4.90476238853386e-05,4.57152462256714e-05,"10885","CD14 Monocyte",0.891891891891892
18239,0.196420329414231,6.63419173268541,0.197979558845846,0.656720186843407,0.741496300887723,0.741246075514456,"336752","CD4 Tfh",0.221153846153846
18240,1.72157431984704,6.66957598111464,11.2102275882138,0.000931622982098592,0.00352572299498028,0.00343247069899903,"246261","TReg Cytotoxic",0.355555555555556
18241,-4.30843347485351,7.03836524400801,80.3025866493709,5.91161812291685e-17,2.74951150296294e-15,2.45877087603542e-15,"378945","MAIT",0.244791666666667
18242,0.466964221040457,7.12142418218426,0.735990174173548,0.391724323065694,0.502368114985085,0.502802286869713,"226826","TReg Cytotoxic",0.284313725490196
18243,-0.309071560539754,6.80498389357689,0.420120807281096,0.517438472711076,0.621622781352433,0.622190661223746,"266454","CD4 Naive",0.673267326732673
18244,2.64825292574378,6.72957767683238,23.8135244651524,1.83539858928134e-06,1.47922871811204e-05,1.37571967924907e-05,"210530","cDC2",0.221153846153846
18245,-0.274289358813023,6.83611633131208,0.284086524780572,0.594482268139967,0.689023633417037,0.689083591756312,"126446","Naive-IFN B",0.404255319148936
18246,2.23457644613992,6.84530718269576,15.8869222921155,8.70082250537057e-05,0.000456653344759368,0.000434933107250342,"242212","TReg Cytotoxic",0.3515625
18247,-0.0126266259158145,6.83135126845067,0.000175426988893157,0.989442394059987,0.992815668173948,0.992995345508059,"187164","Naive-IFN B",0.525641025641026
18248,2.44659932430112,6.72846501920061,20.7344065039548,8.05340482055143e-06,5.55509519598499e-05,5.18173414460403e-05,"2686","CD14 Monocyte",0.958762886597938
18249,0.920160434392515,6.72224365364955,3.07097673617402,0.0808591171055938,0.144497260732989,0.144398711536111,"186651","Naive-IFN B",0.416666666666667
18250,-3.01336876364038,6.74345006388524,45.0044520589446,1.18661165569613e-10,2.02272216084924e-09,1.76606530208203e-09,"423460","NK CD56dim CD57int",0.522935779816514
18251,-0.337933881736058,6.99355067032304,0.499094874493078,0.480519319038548,0.587216369655981,0.587825461432442,"411319","NK CD56dim CD57low",0.403508771929825
18252,5.26673746343631,7.66234968614565,29.6192155743657,1.3800768868628e-07,1.56532457067137e-06,1.43761596136789e-06,"71067","Intermediate monocytes",0.990783410138249
18253,0.573893707342581,6.7936821228902,1.2639844949969,0.261916475291289,0.366975720200177,0.367538794209846,"419383","NK CD56dim CD57int",0.623287671232877
18254,-0.66850649609811,7.32414404825961,1.38659906006345,0.240037666572505,0.34245257496814,0.342850316852804,"454894","CD14 Monocyte",0.580152671755725
18255,0.495884981583306,6.71674508631827,0.971314981309085,0.325252208835549,0.435839095695088,0.436320482708323,"320988","CD4 Temra",0.201612903225806
18256,0.423907837564534,6.77982856651766,0.730351641802853,0.393541839340238,0.504139742714755,0.504508300374475,"115358","CD14 Monocyte",0.910714285714286
18257,-1.20483861294284,6.8561144120038,6.176086866807,0.0135667913577236,0.0335895826033818,0.0333791411526784,"54337","CD14 Monocyte",0.911764705882353
18258,-4.3405207567987,6.70943841121729,125.442989759028,4.31727327475553e-24,1.69038870230249e-21,2.26567842483283e-21,"250865","CD4 Temra",0.473214285714286
18259,1.79820449467514,6.65309316214376,12.0456110078197,0.000605986521268177,0.00243581697125301,0.00236590062823142,"254672","CD4 Temra",0.776785714285714
18260,-2.2138797286337,6.70608709087618,23.5741100462951,2.05734969618778e-06,1.63611534077557e-05,1.52255743926037e-05,"253073","CD4 Terminal effector",0.435643564356436
18261,-0.953575867884919,6.82702221277146,4.24999364529399,0.0402266309128957,0.0818982360459872,0.0818754458287162,"313871","CD4 Tfh",0.327102803738318
18262,-2.19346550105303,6.68461797489774,23.4410476757144,2.19223959763449e-06,1.72940842106976e-05,1.60739939505033e-05,"81404","CD14 Monocyte",0.961038961038961
18263,0.058734411858377,6.67494847845481,0.0150640360354064,0.902409555974005,0.931598734433737,0.931254097331529,"275789","CD4 Naive",0.688311688311688
18264,0.758712426915104,6.73287973250408,2.39968149806974,0.122554406955963,0.201531462642807,0.201652619452236,"211512","TReg Cytotoxic",0.657142857142857
18265,0.623749691019559,7.02655765463458,1.32310256524993,0.251073846299839,0.354987620009349,0.355229489582326,"351386","CD8 Tem GZMB+",0.268181818181818
18266,-0.35051859818841,6.89121714622945,0.425274157877564,0.514906351970593,0.619338772994214,0.619948715864623,"420719","NK CD56dim CD57int",0.691011235955056
18267,0.801358409523453,6.64612663121267,2.66633615998035,0.103680346251182,0.176469063431694,0.17663610563724,"472898","CD4 Terminal effector",0.317647058823529
18268,0.563882990759935,6.56355634289159,1.37618513192266,0.241806318565935,0.344446309896926,0.344818422661501,"116681","CD14 Monocyte",0.238095238095238
18269,-0.661609582076745,6.77102853323086,1.61813959844093,0.204519134677469,0.3028092188883,0.303409953657428,"54527","CD16 Monocyte",0.956204379562044
18270,-0.561674082680377,6.63869651504006,1.54085679251646,0.215588933534374,0.315474142653018,0.316139726321775,"416431","NK CD56dim CD57low",0.253164556962025
18271,-0.402208537542692,6.94028116342193,0.698428039814947,0.404065938662853,0.515028372722307,0.515542979978634,"224370","CD4 Naive",0.595744680851064
18272,-0.318529742155268,6.95942546297343,0.378176686758174,0.539108820459296,0.640795011146882,0.641398412583303,"406482","NK CD56dim CD57int",0.657142857142857
18273,-0.616649184756375,6.69935735891936,1.65446377382352,0.199476112317144,0.296854557311554,0.297376941696564,"143379","Naive B",0.413793103448276
18274,-1.62485533043052,6.68394851608125,12.8330600916732,0.000405169179935736,0.00172818437119988,0.00167169064406138,"432209","Platelets",0.32967032967033
18275,2.30717202411102,6.52862998054991,22.9705208159323,2.7451213920307e-06,2.10329578541554e-05,1.95600813848471e-05,"28912","CD14 Monocyte",0.904255319148936
18276,-1.08623586709127,6.77911261811613,5.3412622455797,0.0215948077953925,0.0492438476039502,0.049133600104934,"338330","CD4 Tfh",0.269565217391304
18277,4.15751571332666,7.19923814659456,32.4179618951706,3.52327146374029e-08,4.58120804253401e-07,4.11497236645703e-07,"68371","CD14 Monocyte",0.970149253731343
18278,-0.31965396924336,6.70823240040885,0.399524974306406,0.527917062758408,0.630794557191881,0.63142831517121,"261140","CD8 Tcm CCR4-",0.189873417721519
18279,-4.04615136181354,6.70418996934722,98.5637800373168,5.95058473090431e-20,4.51244835394326e-18,4.13683742190768e-18,"398134","NK CD56dim CD57-",0.522522522522523
18280,0.370007862896803,6.67125824234598,0.570748125917655,0.450633335668461,0.559986130025731,0.560545053288217,"85607","ILC1",0.369047619047619
18281,-1.30369787918489,6.61649990625265,8.65306468651832,0.00355409816573241,0.0109970406190886,0.0108641971620251,"251543","CD4 Terminal effector",0.192307692307692
18282,1.3173825779179,6.90892579169045,6.03014669199422,0.014706650760358,0.0359157902447618,0.0357319049190592,"225925","ILC1",0.344594594594595
18283,-0.416634121725197,6.83167623222891,0.764625442672222,0.382677343884551,0.49328828441543,0.493853605227186,"273512","CD4 Naive",0.512605042016807
18284,-0.111490683285224,6.74592037267502,0.0544179219998694,0.815726959066248,0.867523812259728,0.866777197434329,"271010","CD4 Naive",0.264367816091954
18285,-0.656836507714051,6.74701300797436,1.78207204720222,0.183041807864612,0.277422175201367,0.278047019833026,"38932","CD14 Monocyte",0.79047619047619
18286,-0.0808632396635986,6.7789407385193,0.0249504813308524,0.874610915492596,0.911477155283555,0.910687136089884,"339811","ILC1",0.173076923076923
18287,-4.50997279292309,6.80677374402884,116.995160234692,8.01176870853308e-23,1.3483314785751e-20,1.45032115155005e-20,"296514","CD4 Naive",0.517730496453901
18288,0.349122435877512,6.77992864978513,0.402710776800711,0.526273753381726,0.629438631974634,0.629989091288204,"358720","MAIT",0.210084033613445
18289,-1.32854513343172,6.99723855462015,8.24089289343304,0.0044265934868084,0.0132387232020518,0.0131210009719181,"278905","NK CD56dim CD57-",0.289473684210526
18290,0.969894154900618,6.70787578885168,3.67639713355844,0.0562639408842527,0.107606224177324,0.107402299282389,"369027","CD8 Tem GZMB+",0.264150943396226
18291,0.508165204477121,6.74747717417377,1.06094440249759,0.303939892896076,0.413343173146034,0.413755980362074,"328313","CD4 Naive",0.373134328358209
18292,0.0522768848772463,6.78938068159434,0.0147742822416863,0.90334800421254,0.932109776794024,0.93176990257107,"368589","MAIT",0.52317880794702
18293,1.19738075467095,6.81552173229664,4.44131185001313,0.0360432611254077,0.0747576201428658,0.0747086274146369,"460376","CD14 Monocyte",0.341666666666667
18294,1.38540119530084,6.85158445996867,6.46187528200947,0.0115917854672631,0.0295422688738279,0.0292984592725993,"223296","TReg Cytotoxic",0.371428571428571
18295,-1.58563378034962,6.68601272294174,12.8196515081103,0.000407947053832499,0.0017385598677058,0.00168196597950772,"245793","CD4 Naive",0.368421052631579
18296,-0.0714104582984229,7.00562725087524,0.0203438182884431,0.886689495873259,0.919942749463358,0.91925062967996,"219924","CD4 Naive",0.653846153846154
18297,0.0808953668112117,6.73328611276794,0.0257074302506319,0.872739157778248,0.910225223791581,0.909353047810681,"128636","Atypical memory B",0.221153846153846
18298,-3.57054580817487,6.70477779812064,66.1891471565393,1.60129866798041e-14,5.22478156369698e-13,4.64620427540541e-13,"148393","CD14 Monocyte",0.272727272727273
18299,0.498815333770706,6.72248829272802,0.888204812835108,0.346854012643517,0.457751859643832,0.45809049792773,"34896","CD14 Monocyte",0.912280701754386
18300,-3.13017811771025,6.89283407393106,43.3415794330469,2.45721198981448e-10,4.05878955063157e-09,3.56455396958324e-09,"49435","CD14 Monocyte",0.926829268292683
18301,0.174655913862744,6.81485961813112,0.107969147451509,0.742727916991115,0.811642779109335,0.810890298642865,"357075","CD4 Tfh",0.285714285714286
18302,1.35934303516435,6.77864907697768,5.35585224655231,0.0214947309578735,0.0490645045558932,0.0489525156785819,"25374","CD14 Monocyte",0.647727272727273
18303,-2.47776427336868,6.59807465348167,32.0747071740506,3.85867141837819e-08,4.97349952954617e-07,4.47252614171279e-07,"405364","NK CD56dim CD57int",0.833333333333333
18304,-2.4822182272821,6.7596934575193,29.0786591663244,1.54014212803733e-07,1.72043067234121e-06,1.58262523479287e-06,"258368","CD4 Tfh",0.35
18305,1.54404219196071,6.86628590968862,8.63570189521854,0.00358703377048348,0.0110801861863808,0.0109471977260418,"301437","CD4 Naive",0.225165562913907
18306,-0.596760226201738,6.75604429417671,1.40127073506221,0.237572609475669,0.339719090935677,0.340046688265791,"60067","CD14 Monocyte",0.957264957264957
18307,-0.637994366538053,6.66864826479386,1.83088019366365,0.177177819466587,0.270428650613321,0.271096385016886,"121079","CD14 Monocyte",0.371794871794872
18308,-3.57324889906338,6.89837828900975,61.5558649048324,1.06485426737873e-13,2.7005633240971e-12,2.35055627244626e-12,"134322","pDC",0.495726495726496
18309,-2.53452900181822,6.67264586560887,30.2239968229019,9.05405916069961e-08,1.08392700503607e-06,9.84252892972496e-07,"146309","CD5+ B Cell",0.208955223880597
18310,-1.47002545729655,6.78907201441637,9.83026627641301,0.00191006448098783,0.00648995698219995,0.00636985778756831,"397303","NK CD56dim CD57-",0.327731092436975
18311,-1.07359922016026,6.88573106676012,4.84725901547572,0.0285528400686352,0.0618913696911988,0.0618217721553621,"270417","CD4 Naive",0.762295081967213
18312,-0.343485029306179,6.72863570093235,0.524934650424053,0.469384011965418,0.577322624711513,0.577942250975136,"257757","CD4 Temra",0.601769911504425
18313,0.396008843560488,7.01743209394861,0.5800612089947,0.446966185172805,0.556597199441664,0.557025204378164,"462140","ILC1",0.301775147928994
18314,1.57493525046273,7.01027700532539,7.75334794729756,0.00574814256218236,0.0164512551841202,0.0163044701414803,"210965","CD14 Monocyte",0.169491525423729
18315,1.92090588074898,7.14790311159083,9.44126813017411,0.00234292050299234,0.00771543105220726,0.00759135727657702,"327807","CD4 Th17",0.261744966442953
18316,-2.48189464020041,6.51642831299935,36.8650314883398,4.37345646010933e-09,6.39778489633454e-08,5.68955012538657e-08,"481513","Platelets",0.440677966101695
18317,-0.545119448579471,6.90710583500758,1.27973049442722,0.258972757065868,0.363834346125309,0.364196796850108,"267982","CD4 Naive",0.813432835820896
18318,0.248442164615388,6.60152276221572,0.305915174215838,0.580664380859578,0.677306449354416,0.677305194962885,"216215","CD4 Naive",0.476190476190476
18319,1.5149507462168,6.86133048494191,8.24945765674817,0.00440639345462134,0.0131885899568858,0.0130727124717317,"336230","CD4 Naive",0.386206896551724
18320,2.32952124649209,7.0026494220318,15.9039297191999,8.6273985107629e-05,0.000453482066104771,0.000431942839266181,"245432","cDC2",0.221621621621622
18321,0.811958495236189,6.67544101696853,2.44491319079529,0.119100827788882,0.197000511384049,0.197190710499973,"321255","CD4 Th17",0.229885057471264
18322,0.745055817176359,6.96913154808521,1.93638427641262,0.165229669468681,0.25600445839294,0.256644234715998,"335361","CD14 Monocyte",0.182926829268293
18323,-1.16989887542082,6.61219061753536,6.30207725800082,0.0126563879961728,0.0317213572442538,0.0314908484852068,"131993","Atypical memory B",0.276923076923077
18324,2.53958652984721,6.79448945568679,20.0051847776741,1.14713568142868e-05,7.63649258016998e-05,7.13968717762479e-05,"350203","CD8 Tcm CCR4-",0.202185792349727
18325,1.96853273472207,6.6879542886875,14.4084240541284,0.000182452299536644,0.000867303912973313,0.000831455746501914,"234192","CD4 Naive",0.375
18326,1.78808585759967,6.86476126977905,8.7716831998634,0.003356516371868,0.0104752248641681,0.0103407417114563,"65597","CD14 Monocyte",0.901098901098901
18327,0.545338668502378,6.71563939793216,1.15649314140896,0.283173013149433,0.390639284111339,0.391331094118328,"357365","CD8 Tcm CCR4-",0.247706422018349
18328,0.261310047807561,6.96348452309024,0.256924014294923,0.612663190963374,0.704606740812121,0.704909719286161,"222617","TReg Cytotoxic",0.158227848101266
18329,0.181778908189395,6.9262842292475,0.132275355655814,0.716374679608576,0.790232830675451,0.789380367954453,"319724","CD4 Tfh",0.245508982035928
18330,-0.708457548709675,6.89666351144361,1.96721040473845,0.161915719572523,0.251777762835034,0.252388889677427,"337991","TReg KLRB1+RORC+",0.2125
18331,0.5771831523558,6.87212372128557,1.09297377592184,0.2967721530539,0.405607988774041,0.406036879502367,"399977","NK CD56dim CD57int",0.671641791044776
18332,0.953735659217403,6.72246384607805,3.33790229471167,0.0688265887385628,0.126696812047373,0.126555853768654,"431486","NK CD56dim CD57int",0.634920634920635
18333,1.75209776295333,6.74010719893947,10.9826944816347,0.00104799851022741,0.00390490880131441,0.00380799605720212,"451424","ILC1",0.317307692307692
18334,1.08281474029156,6.672953522185,4.47960823599323,0.0352346872365476,0.0734378155325133,0.0734270578553427,"350285","MAIT",0.50381679389313
18335,2.00590483429645,6.77658286079064,12.8646448633145,0.000398701417072623,0.00170590678796762,0.00165018402001554,"302106","CD4 Terminal effector",0.280487804878049
18336,0.618891916223164,6.83517967061911,1.39110396470919,0.239277471701471,0.341617646474816,0.34198327062119,"170782","Naive B",0.522727272727273
18337,-4.49563161860558,6.8740121890349,99.183885694671,4.73753443202391e-20,3.63567867382379e-18,3.33749949195166e-18,"50451","CD14 Monocyte",0.929078014184397
18338,0.972672179198783,6.59073795113205,4.19062312173117,0.0416352365985276,0.0841410261506348,0.0841290222763593,"437378","CD14 Monocyte",0.233333333333333
18339,0.0416290351993062,6.93616716241105,0.00734511147879693,0.931766792549645,0.951961647546994,0.952004913725182,"462463","CD14 Monocyte",0.367741935483871
18340,-1.83183007402857,6.61106809850213,17.671713516653,3.59348349263527e-05,0.000210930939415493,0.000199007832671975,"473098","CD4 Naive",0.468354430379747
18341,0.882269861395233,6.68690145941911,3.08847364938189,0.0800044389581304,0.143236764056664,0.143152999611078,"95541","CD14 Monocyte",0.258823529411765
18342,3.11246085413447,6.86599152561154,24.2183046725561,1.56931258116729e-06,1.28942383408929e-05,1.20005971181281e-05,"463939","Platelets",0.846666666666667
18343,0.118169088527349,6.82172674948327,0.0598561336612611,0.806912970141927,0.860822330330179,0.86030384171491,"351257","CD8 Temra",0.22962962962963
18344,0.905251068547526,6.91456936880256,2.54021717171709,0.112221742887828,0.1877342501787,0.187949368342826,"419693","NK CD56dim CD57+",0.32258064516129
18345,1.75845895525478,6.86406554139658,10.2029070237857,0.0015718757354235,0.00551622863032148,0.00540663953053021,"287825","CD4 Tfh",0.173228346456693
18346,-3.71214516955708,7.19942774375231,57.1798336230771,6.5476534940101e-13,1.44473842563923e-11,1.25830139479747e-11,"314097","CD4 Naive",0.494791666666667
18347,-0.735484446311903,6.80855681893313,2.18051681170555,0.140955899352994,0.225481957253933,0.225850216982645,"420795","NK CD56dim CD57int",0.601398601398601
18348,4.14243771172936,7.06294731572014,26.5802761886678,1.12849536807112e-06,9.78566979900097e-06,9.09435611913582e-06,"70380","Intermediate monocytes",0.980582524271845
18349,0.88872378789678,6.97895229000833,2.74572343257638,0.098699385897502,0.169608766011602,0.16977570415736,"289470","CD4 Naive",0.22289156626506
18350,3.28642454357284,6.7157231874847,30.4407095121207,1.37206695579688e-07,1.55808171532648e-06,1.43049329465216e-06,"30961","CD14 Monocyte",0.950413223140496
18351,0.549984851419602,6.79145278879931,1.0330788778733,0.310364506000039,0.420292799002205,0.42068143532906,"336460","CD4 Tfh",0.161616161616162
18352,0.368365311636147,6.67965226172917,0.606917928930539,0.436646369837898,0.546552205416735,0.546941703179732,"459614","ILC1",0.217391304347826
18353,2.03455799202831,6.71336497406071,14.3809985208234,0.000184989181640469,0.000877298218851368,0.000841186412370543,"301046","CD4 Terminal effector",0.298611111111111
18354,0.0026616516555258,6.61044291768288,0.000311362930792096,0.985935059452046,0.990530049125087,0.99082719164144,"118974","IgM Plasma B Cell",0.381818181818182
18355,2.1212552477713,6.56027798844526,20.3017689457063,9.93242618400235e-06,6.69919362113472e-05,6.2514113363709e-05,"455049","ILC1",0.206349206349206
18356,0.452149217754852,6.74187955912933,0.756711593160778,0.385147528127226,0.495789580037902,0.496347373071303,"133434","CD14 Monocyte",0.209302325581395
18357,-1.18947616577624,6.79177279066178,6.32140372902401,0.0125224299267749,0.0314771148850496,0.0312463026442,"360349","MAIT",0.676190476190476
18358,-3.66480269359201,7.05563343223797,55.5456037099791,1.2991441132336e-12,2.78456580037989e-11,2.42712877624732e-11,"406047","NK CD56dim CD57int",0.481865284974093
18359,1.72640881205829,6.65209502803514,11.2039709444963,0.000934640140557736,0.00353644382539601,0.00344310495570306,"351083","CD4 Temra",0.666666666666667
18360,-4.16604961721699,6.89984689746419,78.3087884436582,1.28509910929299e-16,5.68748995647996e-15,5.0843517198854e-15,"132959","CD14 Monocyte",0.247706422018349
18361,1.79703897043007,6.71311782715286,11.535260788299,0.000787773765984207,0.00305500949332608,0.00297445036590508,"227828","Platelets",0.43010752688172
18362,-0.295373787220845,6.76775049278393,0.341976145368423,0.559188762820017,0.658956905567034,0.659298706317966,"138596","CD14 Monocyte",0.230769230769231
18363,0.973483132890956,6.78925640298994,3.38049379719642,0.0670922633190393,0.124109204831262,0.12396632101433,"179435","cDC2",0.221238938053097
18364,-0.266338630057396,6.80607469098306,0.277936956977841,0.598498061301033,0.692571220790191,0.692696385194825,"337879","CD4 Tfh",0.296875
18365,0.686104772071648,6.75372379991141,1.7090459017691,0.192243345159679,0.288319514284296,0.28898325526648,"323321","CD4 Th17",0.426086956521739
18366,1.0975567058588,6.67400135030617,4.94287368855877,0.0270428086785452,0.059217055147658,0.0591762374216471,"291061","ILC1",0.359550561797753
18367,0.0351921433797638,6.87506642006315,0.00561754583874287,0.940310861549871,0.958012534345762,0.958328556245716,"128847","Atypical memory B",0.212328767123288
18368,-0.679456605486709,6.65031444355649,2.0001526003453,0.158460798391345,0.247478501163022,0.248127724073494,"258659","CD4 Terminal effector",0.542553191489362
18369,-0.380949076162244,6.80022982865352,0.538596835070681,0.463664201848571,0.572276926978646,0.572838263395966,"322213","CD4 Tfh",0.428571428571429
18370,2.3933491261464,6.84556897295684,16.2433535294475,7.28641542469098e-05,0.000392402871945007,0.000372846654401878,"320439","CD4 Th17",0.401129943502825
18371,2.03967185144702,6.63461057280582,15.172832228374,0.000124300141217761,0.000623466760610028,0.000595273703464157,"329714","CD4 Th17",0.238095238095238
18372,0.316416554961976,7.01734719242294,0.34966598850869,0.554806769071575,0.655191756002875,0.65555903273607,"293612","CD4 Th22",0.16
18373,0.926161935036943,6.6977273757804,3.21376783036694,0.0741626147433908,0.13479034152703,0.1346385396558,"426520","NK CD56dim CD57+",0.304761904761905
18374,0.167985954494409,6.73162984602904,0.10956539807724,0.740901279984614,0.810142708817957,0.809415123802456,"380139","CD8 Tcm CCR4-",0.150943396226415
18375,1.84232518069194,7.03913475998503,10.4484711146501,0.00138301768923418,0.00495266185287959,0.00484769092176918,"457267","ILC1",0.350877192982456
18376,2.59748556338084,6.83722444264598,19.4728713411296,1.48646954149324e-05,9.62655236736491e-05,9.01608487382412e-05,"144100","Switched memory B",0.316901408450704
18377,0.191259689210463,6.76097906810847,0.130626543619604,0.718071542312631,0.791551700711827,0.790688744537998,"429950","CD8 Tem GZMB+",0.229508196721311
18378,2.02721733774436,6.77156437326182,12.8999312032362,0.000391599596299076,0.00167926554644522,0.00162296022793959,"253883","CD4 Temra",0.869822485207101
18379,0.818439297242963,6.94960831570152,2.65672064496729,0.10430218521497,0.177338671964003,0.177530000007027,"250462","CD4 Naive",0.715277777777778
18380,-0.628079663180012,6.82373226114904,1.75735599871755,0.186097288331541,0.281085574832272,0.281722269195671,"314844","CD4 Naive",0.204918032786885
18381,1.25308634810337,6.91203268971143,5.62841563856418,0.0183865816939147,0.0431901760745149,0.0430957464925623,"475866","CD4 Tfh",0.134408602150538
18382,-0.544093968102429,6.72774507276998,1.27039836160247,0.260712404289147,0.365690365033689,0.3661531632579,"292969","CD8 Tem GZMB+",0.182692307692308
18383,0.174979370595042,6.8733134082778,0.117626606867692,0.731895162753996,0.802685262812861,0.801913632886262,"400895","NK CD56dim CD57int",0.489051094890511
18384,1.61104279598758,6.87065837918033,7.92756489772642,0.00523475765974038,0.0152095064875318,0.0150772265069472,"148118","CD14 Monocyte",0.562043795620438
18385,2.18430364793693,6.57549476440955,17.4832397010994,3.9655097644234e-05,0.000229745697071856,0.000216899126632059,"32278","CD14 Monocyte",0.73134328358209
18386,1.50681551862191,6.64622806338984,9.1711723510204,0.00270135214264808,0.00871038513155878,0.00857729666745765,"249000","CD4 Naive",0.468354430379747
18387,-0.810655534817316,6.71330489151182,2.82425517276027,0.0940292939273545,0.163083573152427,0.163181448519268,"433894","NK CD56dim CD57low",0.26605504587156
18388,-0.794920377752519,6.84836315186569,2.8283459796507,0.0937927436746486,0.162758744914071,0.162870446737015,"259911","CD4 Terminal effector",0.2
18389,1.31211524522437,6.79651381595751,6.26538695968958,0.0129147938509743,0.0322584009149679,0.0320273676569946,"112426","CD14 Monocyte",0.425742574257426
18390,-0.812234512364494,6.94037027919361,2.57602363113282,0.109685971506292,0.184336037695687,0.184524907131605,"359469","MAIT",0.157534246575342
18391,0.508922960992584,6.67173432444464,0.958866911148687,0.328390200508548,0.438925051682928,0.439442908947048,"36785","CD14 Monocyte",0.893203883495146
18392,0.67085159532302,7.0484229524023,1.49506111127062,0.222520129197195,0.323286937263847,0.323896244555635,"263609","CD4 Terminal effector",0.139393939393939
18393,2.49976051349904,6.66707616718658,23.3538456281864,2.2854532594195e-06,1.7911586400569e-05,1.66537841299333e-05,"228674","TReg Cytotoxic",0.337349397590361
18394,0.584725650430747,6.86899182863731,1.14442004860785,0.285694565147436,0.393424711429525,0.394083426712816,"336104","CD4 Tfh",0.351145038167939
18395,0.98565195997915,6.77446029220112,2.97255154029164,0.085970878977578,0.151905903354607,0.15182740496278,"37762","CD14 Monocyte",0.666666666666667
18396,-0.738910019448993,6.95910164422122,2.25568573399088,0.134316147123386,0.21702227056053,0.217294259984244,"313723","CD4 Naive",0.167741935483871
18397,-0.610206289172635,6.8318430251341,1.50520632436445,0.220961867155112,0.321609893902341,0.322145288163082,"404837","NK CD56dim CD57int",0.580882352941177
18398,-0.119979163180009,6.96461538429322,0.0527366215245135,0.818545289909022,0.869605219533172,0.868878562727771,"456615","ILC1",0.346153846153846
18399,0.695208130127913,6.73213497829259,1.88520749068422,0.170905171897028,0.262879914650079,0.26347595677542,"469873","TReg Cytotoxic",0.356435643564356
18400,-0.88759084775316,6.84211393653379,3.13950216530711,0.077567245869713,0.139752402689749,0.1396464564508,"94786","Switched memory B",0.233576642335766
18401,1.12677950754959,6.76458852950156,4.06006276206387,0.0449493896345083,0.0896627692693761,0.0896339787225517,"32142","Intermediate monocytes",0.993103448275862
18402,-4.03878427608847,6.72262823300409,94.5957471872291,2.58391251030108e-19,1.724300990135e-17,1.56842032933614e-17,"442908","CD4 Naive",0.448275862068966
18403,0.170188290196285,6.9731561155221,0.107264408468463,0.743539133425515,0.812205428549846,0.811534656123424,"127117","Switched memory B",0.290322580645161
